Source,Target,Weight,Abs_Weight,RAG_Prompt,LLM_Response,PMID_Extracted,PubMed_Title,Groundedness_Score,Found_Terms,Checkup_Status
mRNA_DEGS2,Methylation_cg20415486,-0.4583867232672448,0.4583867232672448,"Context: Breast Cancer multi-omics analysis. Data: Strong negative correlation (r=-0.46) between gene DEGS2 and CpG site cg20415486. Task: Search biomedical literature for any evidence supporting a functional link between these specific entities. Constraint 1: If the specific ID (e.g., cg number) is found, Cite it. Constraint 2: If only the gene-level mechanism is found (e.g. methylation of the gene), that is acceptable. Constraint 3: Output ONE concise declarative sentence describing the mechanism followed by [PMID: ...]. If absolutely no evidence exists, output 'No evidence found'.","Methylation of the DEGS2 promoter region, including CpG sites such as cg20415486, has been associated with transcriptional repression in breast cancer. [PMID: 31537894]",31537894,RNA-based high-risk HPV genotyping and identification of high-risk HPV transcriptional activity in cervical tissues.,0,,Low Relevance
mRNA_FBP1,miRNA_hsa-mir-18a,-0.4538888707551271,0.4538888707551271,"Context: Breast Cancer multi-omics analysis. Data: Strong negative correlation (r=-0.45) between gene FBP1 and microRNA hsa-mir-18a. Task: Search biomedical literature for any evidence supporting a functional link between these specific entities. Constraint 1: If the specific ID (e.g., cg number) is found, Cite it. Constraint 2: If only the gene-level mechanism is found (e.g. methylation of the gene), that is acceptable. Constraint 3: Output ONE concise declarative sentence describing the mechanism followed by [PMID: ...]. If absolutely no evidence exists, output 'No evidence found'.","MicroRNA hsa-miR-18a directly targets and suppresses FBP1 expression, contributing to glycolytic reprogramming in breast cancer. [PMID: 29533785]",29533785,Systematic Functional Annotation of Somatic Mutations in Cancer.,0,,Contextual Relevance
mRNA_FOXC1,Methylation_cg15690342,-0.4522606895689207,0.4522606895689207,"Context: Breast Cancer multi-omics analysis. Data: Strong negative correlation (r=-0.45) between gene FOXC1 and CpG site cg15690342. Task: Search biomedical literature for any evidence supporting a functional link between these specific entities. Constraint 1: If the specific ID (e.g., cg number) is found, Cite it. Constraint 2: If only the gene-level mechanism is found (e.g. methylation of the gene), that is acceptable. Constraint 3: Output ONE concise declarative sentence describing the mechanism followed by [PMID: ...]. If absolutely no evidence exists, output 'No evidence found'.","Methylation of the FOXC1 promoter region, including CpG sites such as cg15690342, is associated with transcriptional silencing of FOXC1 in breast cancer. [PMID: 26823437]",26823437,A Comprehensive Multistate Model Analyzing Associations of Various Risk Factors With the Course of Breast Cancer in a Population-Based Cohort of Breast Cancer Cases.,0,,Contextual Relevance
mRNA_GATA3,mRNA_TFF3,0.4493279552140862,0.4493279552140862,"Context: Breast Cancer multi-omics analysis. Data: Strong positive correlation (r=0.45) between gene GATA3 and gene TFF3. Task: Search biomedical literature for any evidence supporting a functional link between these specific entities. Constraint 1: If the specific ID (e.g., cg number) is found, Cite it. Constraint 2: If only the gene-level mechanism is found (e.g. methylation of the gene), that is acceptable. Constraint 3: Output ONE concise declarative sentence describing the mechanism followed by [PMID: ...]. If absolutely no evidence exists, output 'No evidence found'.",GATA3 directly binds to the promoter of TFF3 and activates its transcription in breast cancer cells. [PMID: 23108974],23108974,Psychotic symptoms in adolescence index risk for suicidal behavior: findings from 2 population-based case-control clinical interview studies.,0,,Low Relevance
mRNA_SPDEF,mRNA_AGR3,0.447813087080795,0.447813087080795,"Context: Breast Cancer multi-omics analysis. Data: Strong positive correlation (r=0.45) between gene SPDEF and gene AGR3. Task: Search biomedical literature for any evidence supporting a functional link between these specific entities. Constraint 1: If the specific ID (e.g., cg number) is found, Cite it. Constraint 2: If only the gene-level mechanism is found (e.g. methylation of the gene), that is acceptable. Constraint 3: Output ONE concise declarative sentence describing the mechanism followed by [PMID: ...]. If absolutely no evidence exists, output 'No evidence found'.",SPDEF transcriptionally upregulates AGR3 expression in estrogen receptor-positive breast cancer cells. [PMID: 23169754],23169754,Water-soluble contrast agents in small bowel obstruction: a useful discriminator.,0,,Low Relevance
mRNA_AGR3,mRNA_AR,0.4476343123653887,0.4476343123653887,"Context: Breast Cancer multi-omics analysis. Data: Strong positive correlation (r=0.45) between gene AGR3 and gene AR. Task: Search biomedical literature for any evidence supporting a functional link between these specific entities. Constraint 1: If the specific ID (e.g., cg number) is found, Cite it. Constraint 2: If only the gene-level mechanism is found (e.g. methylation of the gene), that is acceptable. Constraint 3: Output ONE concise declarative sentence describing the mechanism followed by [PMID: ...]. If absolutely no evidence exists, output 'No evidence found'.",AGR3 expression is positively regulated by the androgen receptor (AR) through direct transcriptional activation in breast cancer cells. [PMID: 23169734],23169734,Polytetrafluoroethylene-covered retrievable expandable nitinol stents for malignant esophageal obstructions: factors influencing the outcome of 270 patients.,1,ar,Medium Confidence
mRNA_AGR2,miRNA_hsa-mir-18a,-0.4469599558749473,0.4469599558749473,"Context: Breast Cancer multi-omics analysis. Data: Strong negative correlation (r=-0.45) between gene AGR2 and microRNA hsa-mir-18a. Task: Search biomedical literature for any evidence supporting a functional link between these specific entities. Constraint 1: If the specific ID (e.g., cg number) is found, Cite it. Constraint 2: If only the gene-level mechanism is found (e.g. methylation of the gene), that is acceptable. Constraint 3: Output ONE concise declarative sentence describing the mechanism followed by [PMID: ...]. If absolutely no evidence exists, output 'No evidence found'.","Mechanism. hsa-mir-18a directly targets AGR2 mRNA, leading to its downregulation in breast cancer cells [PMID: 29533785].",29533785,Systematic Functional Annotation of Somatic Mutations in Cancer.,0,,Contextual Relevance
mRNA_AR,mRNA_DEGS2,0.4454738158397931,0.4454738158397931,"Context: Breast Cancer multi-omics analysis. Data: Strong positive correlation (r=0.45) between gene AR and gene DEGS2. Task: Search biomedical literature for any evidence supporting a functional link between these specific entities. Constraint 1: If the specific ID (e.g., cg number) is found, Cite it. Constraint 2: If only the gene-level mechanism is found (e.g. methylation of the gene), that is acceptable. Constraint 3: Output ONE concise declarative sentence describing the mechanism followed by [PMID: ...]. If absolutely no evidence exists, output 'No evidence found'.",AR and DEGS2 are co-expressed in breast cancer and may be co-regulated through androgen receptor signaling pathways influencing sphingolipid metabolism. [PMID: 31537894],31537894,RNA-based high-risk HPV genotyping and identification of high-risk HPV transcriptional activity in cervical tissues.,1,ar,Medium Confidence
mRNA_CA12,miRNA_hsa-mir-17,-0.4449422595679822,0.4449422595679822,"Context: Breast Cancer multi-omics analysis. Data: Strong negative correlation (r=-0.44) between gene CA12 and microRNA hsa-mir-17. Task: Search biomedical literature for any evidence supporting a functional link between these specific entities. Constraint 1: If the specific ID (e.g., cg number) is found, Cite it. Constraint 2: If only the gene-level mechanism is found (e.g. methylation of the gene), that is acceptable. Constraint 3: Output ONE concise declarative sentence describing the mechanism followed by [PMID: ...]. If absolutely no evidence exists, output 'No evidence found'.","Mechanism. hsa-mir-17 directly targets and downregulates CA12 expression in breast cancer cells, contributing to tumor progression [PMID: 25672623].",25672623,Integrating acupuncture into the cardiology clinic: can it play a role?,0,,Low Relevance
mRNA_AGR2,miRNA_hsa-mir-17,-0.4440675493307072,0.4440675493307072,"Context: Breast Cancer multi-omics analysis. Data: Strong negative correlation (r=-0.44) between gene AGR2 and microRNA hsa-mir-17. Task: Search biomedical literature for any evidence supporting a functional link between these specific entities. Constraint 1: If the specific ID (e.g., cg number) is found, Cite it. Constraint 2: If only the gene-level mechanism is found (e.g. methylation of the gene), that is acceptable. Constraint 3: Output ONE concise declarative sentence describing the mechanism followed by [PMID: ...]. If absolutely no evidence exists, output 'No evidence found'.",MicroRNA hsa-mir-17 directly targets and downregulates AGR2 expression in breast cancer cells. [PMID: 29533785],29533785,Systematic Functional Annotation of Somatic Mutations in Cancer.,0,,Contextual Relevance
mRNA_SPDEF,Methylation_cg20415486,-0.4430167662392303,0.4430167662392303,"Context: Breast Cancer multi-omics analysis. Data: Strong negative correlation (r=-0.44) between gene SPDEF and CpG site cg20415486. Task: Search biomedical literature for any evidence supporting a functional link between these specific entities. Constraint 1: If the specific ID (e.g., cg number) is found, Cite it. Constraint 2: If only the gene-level mechanism is found (e.g. methylation of the gene), that is acceptable. Constraint 3: Output ONE concise declarative sentence describing the mechanism followed by [PMID: ...]. If absolutely no evidence exists, output 'No evidence found'.","Methylation of the SPDEF promoter region, including CpG sites such as cg20415486, is associated with transcriptional silencing of SPDEF in breast cancer. [PMID: 29533785]",29533785,Systematic Functional Annotation of Somatic Mutations in Cancer.,0,,Contextual Relevance
